Lot size,Bedrooms,Bathrooms,Year built,Neighborhood,Distance to park,Distance to school,Distance to shopping,Floors,Garage capacity,HasPool,HasFireplace,HasDeck,HasBasement,Heating,Cooling,NumPrevOwner,Energy rating,Made,Price
2306,2,1,1933,Suburban,2.071076027,1.035178015,1.518232777,2,1,NO,YES,NO,0,Oil,Window,3,4,2017,322926
2248,3,2,1938,Suburban,1.593328473,3.033845961,3.827713174,1,2,YES,NO,YES,1,Gas,Window,3,6,2013,323355
3906,2,1,1995,Rural,0.85872914,4.151046773,2.219934047,1,1,YES,NO,YES,1,Gas,Central,3,5,2008,323434
4028,2,1,1908,Rural,3.671465496,4.28639725,2.042918923,1,2,NO,YES,NO,1,Oil,Window,3,6,1999,323618
1745,3,1,1974,Urban,3.205864112,9.740051562,4.451705881,2,2,NO,NO,YES,1,Oil,Central,3,6,2000,324580
4353,2,2,1949,Rural,4.156832277,9.711956643,3.30953193,2,1,NO,NO,YES,1,Electric,Central,3,9,2003,324637
3621,2,2,1972,Urban,2.729233131,1.32228938,1.647372634,2,2,NO,YES,YES,1,Gas,Window,3,9,2018,324699
2495,2,1,1909,Urban,4.565574899,9.116869812,3.72817275,2,2,NO,NO,NO,1,Gas,Wall,3,9,1995,324805
4775,3,2,1920,Urban,4.743355927,6.962774468,4.852697095,1,2,NO,NO,NO,0,Oil,Central,3,8,2020,324816
2040,2,1,1954,Urban,0.612837106,9.26530664,3.910251682,1,1,NO,YES,YES,0,Oil,Wall,3,8,1996,324869
1079,3,1,1941,Suburban,4.721659663,3.019818244,2.69724713,2,2,NO,YES,YES,0,Electric,Central,3,5,2014,325716
3336,2,1,1964,Rural,1.421738083,3.559793783,NaN,2,2,YES,NO,NO,0,Gas,Wall,3,4,2000,326093
1938,2,1,1999,Rural,1.651351931,8.638097888,1.960496631,1,2,YES,NO,NO,0,Gas,Central,3,3,1994,326186
4234,3,2,1992,Rural,4.146852309,9.806660898,3.156658832,1,1,NO,YES,YES,0,Oil,Window,3,7,2000,326354
1060,3,2,1975,Suburban,1.690082581,4.664232324,1.810776015,1,2,NO,NO,YES,1,Oil,Window,3,3,1999,326370
2250,3,2,1958,Suburban,4.513724796,9.098285667,3.937614844,2,1,NO,NO,NO,0,Electric,Central,3,2,2016,326853
3317,2,2,1933,Urban,4.936790421,1.3603876,4.864270368,2,0,NO,YES,YES,1,Gas,Central,3,5,1994,326998
2893,3,1,1930,Suburban,1.793538828,4.607754623,2.152730723,2,0,NO,YES,NO,1,Gas,Wall,3,4,2013,327390
1667,4,2,1922,Suburban,3.115204419,5.173042659,2.486670813,1,2,NO,NO,YES,0,Oil,Central,3,8,2018,327412
2183,3,1,1952,Urban,1.068682485,5.628006328,2.50818051,1,2,NO,NO,YES,1,Oil,Central,3,1,2003,327546
1777,3,1,1979,Suburban,2.551755966,5.806414959,3.787745541,1,1,NO,NO,NO,0,Electric,Central,3,8,2009,327876
3767,3,1,1950,Rural,1.949007538,4.138060776,4.330159355,1,1,YES,NO,YES,0,Gas,Wall,3,9,2000,327933
1967,3,1,1992,Urban,1.530149167,5.188905113,2.525549505,1,1,YES,NO,NO,0,Gas,Window,3,6,2008,327994
3391,2,1,1962,Suburban,2.877606323,2.593348287,3.575107821,2,2,NO,YES,YES,1,Oil,Central,3,9,2004,328162
4308,2,2,1924,Urban,2.324398282,1.242458597,0.8059096,1,1,NO,YES,YES,1,Oil,Wall,3,9,2006,328359
2680,3,1,1908,Rural,1.066489064,0.96895185,3.822432312,2,1,NO,NO,NO,0,Electric,Central,3,1,1995,328502
3169,2,2,1978,NaN,4.045084123,8.233619148,1.637805109,1,1,NO,NO,NO,0,Gas,Window,3,8,2005,328626
1520,2,1,1941,Urban,3.572951598,8.591878929,3.747141232,2,1,NO,YES,YES,1,Gas,Wall,3,7,1997,328789
3173,2,1,1938,Urban,1.086855604,8.757602421,4.330157225,1,1,NO,NO,YES,1,Oil,Window,3,8,2007,328901
1880,2,2,1938,Urban,2.798383669,4.237898482,3.63705184,2,2,NO,YES,YES,1,Oil,Central,3,2,2018,328906
3296,3,1,1920,Urban,4.131525191,7.253856076,1.480211197,2,1,NO,NO,NO,0,Electric,Window,3,1,2014,328955
2184,3,2,1959,Urban,0.453844608,1.228058168,3.686709204,1,1,YES,NO,YES,1,Gas,Wall,3,7,2018,329024
1397,2,2,1948,Rural,4.736315781,3.056854358,2.091621907,2,2,YES,NO,YES,1,Gas,Window,3,4,2000,329198
1036,3,1,1947,Urban,4.055582082,7.064930568,2.2798574,2,1,NO,NO,NO,1,Oil,Central,3,1,2020,329213
4170,2,2,1992,Urban,2.406459142,0.104061865,2.206832941,1,1,NO,YES,YES,0,Oil,Central,3,7,2008,329425
2319,2,2,1909,Suburban,0.587531508,1.365712396,2.614476296,1,0,NO,YES,YES,1,Electric,Wall,3,6,2004,329947
3332,3,2,1952,Urban,1.695347549,1.455969682,4.233391932,2,1,NO,YES,NO,1,Gas,Wall,3,6,2009,330177
2636,2,2,1998,Urban,3.747766622,3.842507516,2.132554003,1,1,NO,YES,YES,1,Gas,Wall,3,8,2020,330755
2944,2,1,1933,Rural,3.418773363,1.408401597,1.706697181,1,2,NO,YES,NO,1,Oil,Window,3,6,2016,330800
2981,2,2,1924,Suburban,0.623422866,8.745218131,2.153488156,2,2,NO,NO,NO,1,Oil,Window,3,4,2019,331117
2141,2,1,1928,Suburban,2.449329393,6.200620091,3.708936451,2,2,NO,YES,NO,0,Electric,Wall,3,3,2005,331237
1116,4,2,1954,Suburban,0.128737167,2.065574303,2.957740844,1,0,YES,NO,NO,1,Gas,Wall,3,6,2015,331687
1042,1,2,1965,Urban,3.105669048,3.547483333,1.106006407,1,1,YES,NO,YES,1,Gas,Central,3,1,2008,331797
4795,2,2,1969,Suburban,3.397740015,9.779356847,2.354448135,2,1,NO,NO,NO,0,Oil,Central,3,4,1998,332175
2291,3,1,1925,Suburban,4.480467982,6.767816189,3.388422894,1,1,NO,NO,NO,1,Oil,Window,3,7,2019,332314
3448,3,2,1918,Rural,1.976988151,9.367643158,3.736413745,1,1,NO,NO,YES,0,Gas,Window,3,5,1998,332333
1641,4,1,1991,Suburban,1.753637524,5.918261961,3.280637367,1,1,NO,YES,NO,1,Gas,Wall,3,1,2013,332382
2500,4,2,1928,Rural,1.733169313,3.079098824,2.055872444,2,2,NO,NO,NO,1,Oil,Wall,3,9,2005,332696
2016,4,1,1994,Suburban,2.386747464,0.541243403,2.107515981,1,2,NO,NO,YES,0,Oil,Window,3,5,2000,333066
2696,3,2,1971,Suburban,2.639208088,8.031597883,5.604158353,1,1,NO,YES,YES,1,Electric,Window,3,1,1996,333246
2555,4,2,1926,Urban,1.979480216,8.769598662,2.250878924,2,0,NO,NO,YES,1,Gas,Window,3,7,2006,333435
2082,4,2,1970,Rural,3.104269571,0.238095285,2.251026903,1,1,YES,YES,YES,0,Gas,Wall,3,4,2014,333470
4884,2,1,1926,Urban,4.27745896,5.91917451,3.678019915,2,0,YES,YES,YES,0,Oil,Window,3,4,2015,333580
2928,2,2,1937,Urban,0.514778893,7.85104831,4.537137811,2,2,NO,YES,YES,0,Oil,Wall,3,1,2003,333671
4696,2,1,1987,Rural,0.917257942,3.44333667,3.788970125,1,1,NO,NO,YES,1,Electric,Window,3,2,2010,334239
3660,2,1,1930,Urban,0.469519662,6.817318988,4.248468039,1,1,NO,NO,YES,0,Gas,Central,3,3,2006,334428
3076,2,1,1995,Suburban,4.729275393,0.93058981,3.448317562,2,1,NO,YES,YES,0,Gas,Wall,3,1,2016,334559
3869,2,1,1983,Urban,4.569817099,2.597009029,1.350387071,1,1,NO,NO,NO,1,Oil,Window,3,5,1995,334986
2796,2,2,1970,Urban,3.328618852,3.357156724,1.991870043,2,1,NO,YES,YES,0,Oil,Central,3,7,2000,335088
2238,4,1,1995,Suburban,1.516836639,8.616453329,4.301015663,2,2,NO,NO,NO,1,Electric,Window,3,1,1997,335132
1502,4,2,1945,Urban,0.520960902,4.429088318,2.128310384,2,1,NO,NO,YES,1,Gas,Central,3,2,2009,335238
2531,2,1,1969,Urban,4.741803806,3.029670855,4.096117935,2,1,YES,YES,NO,1,Gas,Wall,3,5,2004,335245
3192,3,2,1916,Urban,2.762688676,2.573687906,3.065503268,1,2,YES,YES,YES,1,Oil,Central,3,1,2019,335315
1428,3,2,1913,Rural,3.370020699,9.632417891,1.909969505,1,0,NO,YES,NO,1,Oil,Window,3,2,1995,335554
1167,4,2,1992,Suburban,1.226600017,4.496718751,2.799565373,1,1,NO,NO,NO,0,Electric,Wall,3,5,2005,335601
2524,2,2,1914,Suburban,0.364833374,6.52589796,2.779817886,1,2,NO,NO,YES,0,Electric,Window,3,2,1996,335850
1878,2,2,1949,Urban,2.343046602,7.589731977,3.610511002,2,2,NO,NO,YES,0,Electric,Wall,3,6,1993,335859
2214,2,2,1963,Urban,0.980290968,3.798306232,3.415245234,1,3,NO,NO,NO,0,Gas,Wall,3,1,2015,336182
2645,2,2,1986,Rural,0.328755618,8.477319275,4.105306907,1,2,NO,YES,YES,1,Gas,Wall,3,3,2020,336362
4072,2,2,1959,Rural,4.733800332,7.795291267,5.090184825,2,1,NO,NO,NO,0,Oil,Wall,3,3,2007,336504
3814,2,2,1974,Suburban,0.199671301,7.122211519,3.808411177,2,0,NO,YES,NO,1,Oil,Window,3,7,2003,336738
1675,4,2,1916,Urban,3.573610031,2.891102562,3.913940469,1,3,YES,NO,YES,1,Electric,Wall,3,1,2003,337091
1716,4,1,1995,Rural,1.282613549,2.609225584,1.144921337,2,2,YES,NO,NO,1,Electric,Window,3,7,2008,337404
2428,2,1,1955,Urban,0.718789016,9.067908961,4.086308754,2,1,NO,NO,NO,1,Electric,Central,3,8,1996,337493
2252,2,2,1974,Suburban,2.683550235,6.535915266,1.461110743,1,2,NO,YES,NO,1,Gas,Window,3,6,2005,337496
2482,2,1,1969,Suburban,0.344314717,5.189398887,3.886138153,1,2,NO,NO,YES,0,Gas,Wall,3,4,2015,337607
1828,3,1,1998,Rural,1.448432038,0.651781712,4.628627698,2,2,NO,YES,YES,0,Oil,Window,3,9,2016,337653
2636,2,2,1937,Urban,3.07290939,1.267592881,2.311381951,2,1,NO,NO,NO,0,Oil,Wall,3,4,2008,338109
3306,3,2,1910,Urban,1.15469472,4.863144349,2.636230979,2,2,NO,NO,YES,0,Electric,Window,3,4,1994,338179
1815,4,1,1953,Rural,1.30861659,7.416021425,1.08666775,2,2,NO,NO,NO,0,Electric,Central,3,4,2003,338207
2409,2,2,1905,Urban,1.122394374,4.186307371,3.187184027,1,1,NO,NO,YES,1,Electric,Window,3,1,1993,338437
2430,2,1,1903,Urban,2.029041241,9.04066532,2.34459396,2,3,YES,YES,YES,1,Gas,Central,3,1,1993,339004
4323,2,1,1922,Urban,4.530156936,8.861651713,2.783489382,2,1,YES,YES,YES,0,Oil,Central,3,1,2009,339053
3055,2,2,1943,Rural,2.466769153,5.152887941,4.455242641,1,2,NO,NO,YES,0,Oil,Central,3,3,2005,339441
3135,3,1,1987,Rural,0.834555341,9.491675401,1.105617804,1,3,NO,NO,NO,0,Electric,Central,3,2,2018,339538
3734,2,1,1926,Suburban,2.559160702,1.023545109,2.615674773,1,2,NO,YES,YES,1,Electric,Window,3,1,2019,339562
1683,3,2,1910,Urban,0.618444622,7.848250472,3.257237751,2,0,NO,NO,NO,0,Electric,Wall,3,6,2021,339579
1010,3,1,1924,Urban,2.046727335,6.328264028,3.457514902,2,3,NO,YES,YES,1,Gas,Central,3,9,2008,339640
3923,2,1,1968,Rural,0.881034935,7.27622145,3.1367892,2,1,NO,YES,YES,0,Oil,Central,3,7,2008,339952
4065,2,1,1914,Urban,3.393091563,8.472874295,4.255766175,2,0,NO,NO,NO,0,Oil,Central,3,8,2003,339966
3248,2,2,1915,Suburban,1.996545058,5.785506043,2.554248242,1,1,NO,YES,NO,1,Electric,Wall,3,3,2018,339986
2663,3,2,1963,Suburban,1.125599772,0.424972438,2.131403569,1,1,YES,NO,NO,0,Electric,Central,3,9,1994,340041
2682,3,1,1927,Suburban,4.140133642,3.817436358,3.716330984,2,1,YES,NO,YES,0,Electric,Central,3,4,2009,340277
3733,2,2,1992,Rural,2.736792949,6.846460064,4.089339309,1,2,NO,NO,NO,0,Gas,Central,3,2,2000,340336
2460,3,1,1912,Rural,0.347486607,8.109442047,2.803487086,2,2,NO,NO,NO,1,Oil,Central,3,7,1993,340691
3779,2,1,1935,Suburban,2.874982113,7.091701735,2.71847129,1,2,NO,NO,YES,0,Oil,Window,3,6,2015,341205
2724,2,2,1968,Urban,1.670627217,6.647247327,4.723672902,2,2,NO,YES,NO,1,Electric,Central,3,8,1993,341429
2212,3,2,1969,Urban,3.770095185,9.009104479,4.77102115,1,2,NO,NO,NO,0,Electric,Window,3,2,2009,341716
4067,2,1,1911,Suburban,1.110393308,5.751444953,5.762684533,1,2,NO,NO,YES,1,Electric,Wall,3,2,2019,341767
2649,2,1,1946,Urban,1.956883958,5.584023165,0.505645999,2,1,NO,NO,NO,1,Gas,Wall,3,8,2015,341910
1846,3,1,1991,Suburban,3.232993465,2.797425122,3.015396537,2,2,NO,YES,NO,0,Oil,Wall,3,4,2009,341939
2903,4,2,1913,Urban,4.323034734,3.714328366,4.840036623,1,2,YES,NO,YES,0,Oil,Wall,3,9,2005,342125
1757,3,1,1901,Urban,0.768218415,6.90082917,2.952729621,1,3,YES,NO,YES,1,Electric,Window,3,3,2007,342199
4756,2,1,1994,Urban,4.370604097,2.964588861,2.427712627,1,0,NO,NO,YES,1,Electric,Wall,3,8,2017,342872
4045,2,1,1903,Suburban,4.933114622,2.054296964,3.364626354,1,2,NO,YES,YES,1,Electric,Wall,3,1,2007,342881
4448,2,1,1942,Suburban,1.671247498,8.300943641,2.868979898,1,0,NO,YES,NO,0,Gas,Wall,3,8,1994,343028
2139,3,2,1996,Rural,2.803271042,7.232119084,3.612082501,1,0,NO,YES,YES,0,Oil,Wall,3,4,2003,343297
2603,4,2,1919,Suburban,4.485917347,3.542604572,2.719491415,2,2,NO,NO,NO,0,Oil,Wall,3,9,2000,343326
1753,3,2,1971,Rural,3.501245104,8.79334045,2.273942703,1,2,NO,NO,NO,0,Electric,Central,3,9,2018,343776
2358,2,1,1924,Urban,2.538073809,0.694724367,3.835582776,1,1,NO,YES,NO,1,Electric,Window,3,5,2000,343906
1241,3,1,1920,Urban,1.245083199,6.179498306,4.314788492,2,0,NO,NO,YES,1,Electric,Central,3,8,2015,344183
1116,3,2,1971,Urban,2.551495266,7.001202269,2.585935567,2,2,YES,NO,NO,1,Gas,Central,3,5,2006,344218
2636,3,2,1976,Suburban,4.961251716,9.757720557,1.58479488,2,0,YES,YES,YES,1,Oil,Wall,3,9,1999,344361
2092,3,2,1951,Rural,4.360751727,9.799369914,1.26448239,2,0,NO,YES,YES,0,Oil,Wall,3,2,2000,344362
1709,4,2,1902,Urban,4.331108107,5.797940128,1.818521591,1,2,NO,YES,NO,1,Electric,Central,3,3,1999,344420
4896,3,2,1919,Rural,1.19314109,3.443705168,2.449009609,2,1,NO,NO,NO,1,Electric,Central,3,9,1994,344476
2111,3,1,1922,Suburban,1.785500218,7.323816295,3.301800757,1,2,NO,YES,YES,0,Electric,Central,3,4,2006,344517
2209,4,2,1922,Suburban,3.673277221,3.354585285,2.638517794,1,1,NO,NO,NO,0,Gas,Wall,3,5,2008,344584
3947,2,1,1931,Rural,3.304571685,8.488237781,2.127700178,2,2,NO,NO,YES,1,Oil,Window,3,7,2020,344741
1775,2,2,1912,Urban,0.456407683,4.022848733,3.846925581,2,0,NO,YES,NO,1,Oil,Window,3,1,2015,344743
1384,3,2,1933,Rural,0.252233838,8.951504556,2.262244753,2,2,NO,YES,YES,0,Electric,Wall,3,4,2000,345248
3048,3,1,1952,Rural,2.269406046,0.317666568,3.145024172,2,2,YES,YES,NO,1,Electric,Window,3,8,2004,345316
3026,3,1,1906,Suburban,2.910109643,2.375277814,2.269125073,2,0,YES,NO,NO,1,Electric,Window,3,5,2013,345339
1793,2,1,1959,Suburban,2.88476384,1.213790919,1.86787717,1,1,NO,YES,YES,0,Gas,Wall,3,3,2004,345379
4100,2,2,1918,Suburban,2.550969884,4.749577144,2.852183735,1,0,NO,NO,YES,1,Oil,Window,3,3,2007,346011
1688,3,2,1936,Urban,4.191288198,2.279279518,1.932358237,2,1,NO,YES,YES,0,Oil,Central,3,8,2004,346122
4170,2,2,1931,Rural,4.847191984,2.651776635,2.509821492,1,1,NO,NO,NO,1,Electric,Central,3,3,2020,346559
4420,4,1,1939,Rural,1.666632162,1.985524271,3.03946058,1,0,NO,NO,NO,0,Electric,Window,3,6,1996,346656
4465,2,1,1913,Suburban,4.136347863,9.480024621,3.546073172,1,2,NO,NO,NO,0,Electric,Central,3,9,2008,346693
4028,3,2,1993,Suburban,4.297976738,8.34941562,3.480324375,1,2,NO,NO,YES,1,Gas,Window,3,9,2000,347007
4090,3,1,1958,Urban,4.964877445,5.132285773,3.838548926,1,0,NO,YES,NO,0,Oil,Central,3,6,1997,347098
3539,3,2,1905,Rural,0.641661515,6.774774361,3.245943719,1,0,YES,NO,YES,1,Oil,Central,3,3,1993,347290
1550,4,1,1958,Rural,4.109967143,8.100754785,3.841607204,1,0,YES,YES,YES,1,Electric,Central,3,7,1994,347917
4775,2,1,1915,Suburban,4.56303868,3.123593636,2.393369173,1,1,NO,NO,NO,0,Electric,Central,3,6,2000,347942
1815,4,1,1954,Suburban,2.379859903,6.022006211,2.030849267,1,0,NO,NO,NO,1,Electric,Window,3,3,2004,348267
3782,2,1,1983,Urban,1.897085174,0.401915824,4.496756786,1,1,NO,YES,NO,1,Gas,Central,3,5,2016,348391
1537,3,1,1982,Urban,1.979684298,2.770980973,2.93269433,1,1,NO,NO,YES,0,Oil,Wall,3,1,1998,348716
4974,4,2,1922,Urban,4.063406841,6.085665864,3.414217585,1,0,NO,YES,NO,1,Oil,Window,3,7,2021,348785
2458,3,2,1958,Rural,4.449982471,7.232293652,2.106071677,1,1,NO,YES,NO,0,Electric,Central,3,8,1993,348901
1574,2,1,1911,Urban,4.121143646,7.297100726,2.178079667,2,1,NO,YES,NO,1,Electric,Wall,3,1,2010,348969
1946,4,2,1918,Urban,4.08035493,4.573503542,2.55617652,1,1,NO,YES,NO,0,Electric,Central,3,8,2004,348999
4228,2,1,1936,Suburban,2.051426151,6.133508444,3.121319232,2,1,YES,YES,YES,0,Gas,Central,3,8,1997,349033
2002,3,1,1995,Suburban,1.477262039,0.64355842,2.485357192,2,0,YES,YES,YES,0,Oil,Central,3,6,1994,349115
2254,4,1,1989,Suburban,0.724299551,8.123285844,4.909297051,2,2,NO,NO,YES,0,Oil,Central,3,1,2019,349237
1832,2,2,1954,Urban,3.77164524,4.141551442,5.460752929,2,1,NO,NO,NO,0,Electric,Wall,3,3,2015,349259
2668,2,1,1906,Suburban,4.181671279,1.922006245,3.901005324,2,1,NO,YES,NO,1,Electric,Central,3,1,2008,349482
1499,3,2,1902,Rural,4.074412375,8.968539804,0.573682427,2,0,NO,NO,NO,1,Electric,Wall,3,5,1996,349874
2484,2,1,1921,Suburban,4.228419091,7.127066661,2.022217755,1,1,NO,NO,NO,1,Gas,Window,3,2,2003,349964
3006,2,1,1926,Urban,4.542601155,8.334674472,3.211140213,1,0,NO,NO,NO,0,Oil,Central,3,4,2015,350453
1419,4,1,1969,Suburban,0.468200471,5.822942987,2.969343895,2,2,NO,NO,NO,1,Oil,Central,3,6,2017,350685
3217,3,2,1962,Urban,1.650697042,1.168453094,1.592951469,1,1,NO,NO,YES,1,Electric,Window,3,1,1999,350757
3190,2,1,1930,Rural,1.345321673,4.493457435,2.426485979,2,1,YES,YES,YES,0,Electric,Central,3,3,2007,350820
1470,4,1,1907,Suburban,4.27229699,0.499219873,3.863087786,2,0,YES,NO,YES,0,Electric,Wall,3,8,1996,351072
1779,3,1,1992,Urban,3.954942772,0.488605225,4.925626127,1,0,NO,NO,YES,0,Gas,Central,3,5,2013,351130
2481,2,2,1937,Rural,1.851815309,2.216631986,5.137611629,2,2,NO,NO,YES,0,Oil,Window,3,9,1996,351160
1814,3,1,1927,Urban,3.376890947,0.929661175,4.036384968,1,2,NO,NO,YES,1,Oil,Wall,3,3,2000,351231
1395,2,1,1915,Suburban,2.833608,7.861129929,2.700382551,1,2,NO,NO,YES,0,Electric,Window,3,6,2015,351513
1837,2,1,1926,Urban,4.223915753,8.488815034,1.855410725,1,0,NO,NO,YES,0,Electric,Central,3,3,2000,351524
1901,2,2,1953,Urban,4.716708727,6.537940043,4.123176947,1,0,NO,YES,NO,1,Electric,Window,3,7,1996,351751
4798,2,1,1930,Rural,4.628670331,1.700213168,3.639125763,2,1,NO,NO,YES,0,Gas,Window,3,9,2015,351773
3317,3,1,1947,Urban,4.751477742,3.454131582,3.132817533,2,0,NO,YES,NO,1,Oil,Window,3,7,2019,352099
2500,3,1,1920,Urban,1.054718409,7.940830949,3.716705682,1,1,YES,NO,YES,1,Oil,Central,3,4,2005,352158
1995,3,2,1919,Suburban,1.270341286,2.798321713,0.987091956,2,1,YES,YES,NO,1,Electric,Central,3,4,2017,352438
4680,2,1,1976,Suburban,4.417415227,1.348744284,4.365365645,1,1,NO,NO,YES,1,Electric,Central,3,5,2000,352672
2845,2,1,1936,Suburban,4.395146405,1.256360667,0.017646893,1,2,NO,NO,NO,0,Electric,Central,3,9,2007,352852
2589,2,2,1995,Suburban,2.061616355,2.597303055,0.204912934,2,2,YES,YES,NO,1,Gas,Central,3,4,2013,352862
1181,3,2,1906,Urban,2.733158033,2.912631077,3.302431146,2,0,NO,NO,YES,1,Oil,Central,3,6,2004,352865
2342,4,1,1977,Rural,2.329258807,9.431836131,4.464704484,1,2,YES,NO,NO,1,Oil,Central,3,1,2007,353097
4242,3,1,1958,Urban,2.60849929,0.595638818,2.875569216,1,2,YES,YES,YES,0,Electric,Wall,3,7,2000,353107
3773,2,1,1919,Suburban,4.672645294,1.146673148,3.342571832,2,2,NO,YES,NO,0,Electric,Central,3,4,2009,353240
2679,3,1,1985,Rural,4.0548244,1.857070166,4.149028063,1,2,NO,NO,NO,1,Electric,Window,3,3,2012,353973
3541,2,1,1944,Urban,2.331958307,8.529696048,1.856804677,1,1,NO,YES,NO,0,Gas,Window,3,8,2000,354109
2841,2,1,1916,Suburban,3.602010836,4.546321798,3.811330319,1,1,YES,YES,NO,1,Oil,Central,3,1,2000,354359
4149,2,2,1909,Suburban,1.327366439,6.868625503,2.34545046,2,2,NO,YES,YES,0,Oil,Central,3,8,2017,354899
3508,4,1,1962,Urban,0.33012567,3.938866852,4.392095244,1,2,YES,YES,NO,0,Electric,Window,3,7,2017,354948
4108,4,1,1962,Urban,1.030680244,7.190028928,2.72733956,1,2,NO,YES,NO,0,Electric,Window,3,7,2008,355031
3261,2,2,1977,Rural,1.640727118,8.649412331,3.74371582,1,2,YES,YES,NO,1,Electric,Wall,3,8,2015,355533
3511,2,1,1908,Rural,4.763341791,1.611315829,4.686093154,2,2,YES,YES,YES,1,Gas,Window,3,7,2000,355594
3277,3,2,1927,Suburban,4.379469477,0.397200235,3.130981129,2,0,YES,YES,YES,0,Oil,Wall,3,4,2006,356055
1820,3,1,1947,Urban,1.06154798,0.205634257,3.135733043,2,1,NO,NO,YES,0,Oil,Central,3,5,1998,356220
2197,2,2,1916,Rural,3.723425804,2.64547319,3.21797112,1,2,NO,NO,NO,1,Electric,Central,3,5,2000,356227
3201,2,2,1925,Urban,1.979057501,8.655882962,3.906182157,2,1,NO,NO,YES,0,Electric,Wall,3,5,2008,356284
2571,3,1,1934,Suburban,0.470082722,0.58780917,3.049197938,2,0,YES,NO,YES,0,Gas,Window,3,5,2008,356286
1684,4,1,1985,Rural,1.18671951,4.989085446,3.31251988,2,1,NO,NO,NO,1,Oil,Central,3,2,2000,356573
3563,4,2,1985,Urban,0.101967566,9.233466809,4.457484298,1,1,NO,NO,NO,1,Oil,Window,3,6,2008,356785
1389,3,2,1953,Suburban,2.421489133,1.9914135,2.895100362,2,0,YES,NO,YES,1,Electric,Window,3,9,1999,356987
2300,4,1,1980,Rural,0.236421151,0.874917359,2.636088436,2,0,NO,NO,NO,1,Oil,Wall,3,1,2014,357078
3816,3,1,1994,Suburban,1.411575342,2.239744542,3.788884208,2,0,YES,NO,YES,1,Oil,Wall,3,1,2017,357098
2013,3,2,1976,Rural,0.684431193,5.459220289,2.87628283,1,1,NO,NO,YES,1,Oil,Central,3,9,2018,357118
4096,2,2,1956,Suburban,4.363122135,5.46935361,3.264029001,1,0,NO,NO,NO,1,Electric,Central,3,3,2017,357145
1512,3,1,1985,Urban,4.715337378,7.461088269,2.899880598,2,2,YES,NO,YES,1,Gas,Window,3,9,1994,357215
2008,2,1,1974,Rural,1.31428097,7.337919532,2.297750458,2,0,NO,NO,NO,1,Gas,Central,3,4,2020,357395
4031,2,2,1989,Rural,1.84794353,5.21085345,3.115453466,1,0,YES,YES,NO,0,Electric,Central,3,2,2019,357582
1260,3,2,1927,Rural,0.343926907,5.323482123,2.626859524,2,0,YES,NO,YES,1,Electric,Central,3,8,2006,357752
4313,2,1,1999,Suburban,4.77314777,5.748557906,1.613951459,1,2,NO,NO,YES,0,Gas,Window,3,5,2009,358009
1452,2,2,1954,Urban,1.91922751,0.801629836,4.279083869,1,2,NO,NO,YES,0,Gas,Central,3,1,2017,358022
1971,4,1,1951,Suburban,4.057366761,2.933190621,1.843588356,2,1,YES,NO,YES,1,Oil,Central,3,9,2017,358287
2733,2,2,1985,Rural,2.277951892,9.57536025,3.254406879,1,1,YES,NO,NO,0,Oil,Central,3,6,1996,358521
4444,2,1,1932,Suburban,3.895797837,4.286477038,2.740238345,1,1,NO,NO,YES,0,Electric,Central,3,8,2000,358633
2408,4,2,1970,Rural,1.366930592,6.641201192,4.0627696,2,0,YES,YES,NO,0,Oil,Window,3,4,2014,358668
4952,2,1,1912,Suburban,0.938321238,5.699019084,2.703692778,2,0,YES,YES,YES,0,Electric,Window,3,9,2000,358746
1126,2,1,1991,Urban,1.838744045,1.162875073,2.833553991,1,2,YES,NO,NO,1,Electric,Wall,3,7,2000,358778
2062,4,1,1943,Rural,0.936764474,1.245184714,2.175866516,2,2,YES,NO,YES,0,Gas,Central,3,7,2008,358797
3343,2,2,1958,Suburban,2.291783506,5.756068153,3.185491,2,2,NO,NO,YES,1,Electric,Central,3,9,2003,358802
2227,2,2,1936,Suburban,2.558325913,6.674844819,2.409495851,1,0,NO,NO,NO,0,Gas,Central,3,4,2000,358977
2683,3,2,1947,Suburban,0.195066104,1.127369615,4.376334159,2,1,YES,NO,YES,1,Gas,Window,3,5,2019,359049
2489,4,1,1921,Rural,2.483567697,6.211807085,1.807636442,1,1,YES,YES,YES,0,Gas,Window,3,7,1993,359342
4845,2,2,1995,Urban,0.313938551,5.516563661,1.613231789,2,1,YES,NO,YES,0,Oil,Central,3,8,2015,359587
4455,3,2,1907,Urban,0.882772355,9.225094028,4.054127008,1,0,NO,NO,NO,1,Electric,Wall,3,9,1998,359653
4556,2,2,1973,Urban,4.295152748,0.738457737,0.504292616,1,2,NO,NO,YES,1,Oil,Wall,3,8,1998,359744
4597,2,1,1977,Rural,1.881696101,6.727179436,2.772278997,1,2,YES,YES,YES,0,Electric,Window,3,9,1994,359836
2848,3,1,1903,Suburban,4.669975693,6.987208866,4.604527928,2,2,NO,YES,YES,1,Electric,Window,3,4,2007,360173
1400,4,2,1997,Urban,2.99524471,8.540133534,3.920815866,1,1,YES,NO,NO,0,Oil,Window,3,8,2003,360182
3824,2,2,1916,Urban,1.71367426,0.281721671,1.818777552,2,1,YES,YES,NO,1,Gas,Central,3,1,2013,360220
