Article,Target Label,Target Name,Clean Article
"
Maybe I'm just a child of the 80's, but I really liked the Marlins' uniforms.
The helmets shine nicely in the sun.  It's enough to make me a fan.",1,rec.sport.baseball,maybe child really like marlins uniform helmet shine nicely sun enough make fan
"
I agree. I'll delete more as well.




Still, if the 'whispers' reached San Francisco, it is certainly possible they
were stronger elsewhere. Also, it was teammates making the aspersions. In any
event, I know of no other player to be maligned in the last couple years.



Uh, the original author's point was that black and white players were por-
trayed differently by ""the media"", and towards this, he gave a highly selected
list to ""prove"" his case. Sanders' name showed up eventually. I dispute that
Sanders has ever been called lazy by ""the media"". 






Uh, that poster specifically stated ""allow me to be the first"". It is NOT a
quibble, then, to state that ""the media"" did not portray Canseco as being 
lazy. If the other person chooses to so accuse him, after my post, that does not
make it a quibble. And in fact, the media around here tend(ed) to play up his
time in the wieght room. Hardly ""lazy"", and hardly a ""quibble"". Have you ever
seen any ""mediot"" portray Canseco as ""lazy""? Unconcerned with his fielding, yes.
Lazy, no.


Well, Canseco has been involved in several felonies, including his high-speed
record, carrying concealed fire-arms, and of course the domestic violence. 
Clemens had a run-in at a bar. Canseco had that, as well, and in both cases, the
coverage was relatively minimal.


Uh, if the only evidence offered is anecdotal, how can it be objected that the
counter to it is also anecdotal?


Uh, yes, and I agree with your assesment of Boggs, rather specifically. However,
you did say ""everybody who has ever won a batting title"" has been accused of
selfishness. I have not ever, anywhere, heard this said of Puckett. Pendleton,
either. Similarly, Brett, B Williams, and others.  


There are others. Perhaps they are simply not as outspoken, except in the
case of the ""born-again"" types I mention.",1,rec.sport.baseball,agree delete well still whisper reach san francisco certainly possible strong elsewhere also teammate make aspersion event know no player malign last couple year uh original author point black white player por traye differently medium towards give highly select list prove case sander name show eventually dispute sanders ever call lazy medium uh poster specifically state allow first not quibble state medium not portray canseco lazy person choose accuse post not make quibble fact medium around tend ed play time wieght room hardly lazy hardly quibble ever see mediot portray canseco lazy unconcerned fielding yes lazy no well canseco involve several felony include high speed record carry conceal fire arm course domestic violence clemens run bar canseco well case coverage relatively minimal uh evidence offer anecdotal object counter also anecdotal uh yes agree assesment boggs rather specifically however say everybody ever win batting title accuse selfishness not ever anywhere hear say puckett pendleton either similarly brett b williams perhaps simply not outspoken except case bear type mention
"That more or less says it.  I flicked the Penguins game on briefly and saw
Ulf cross-check Valeri in the face.  I am wondering if Don Cherry is going to
go off on this at all in coach's corner.

billc",0,rec.sport.hockey,less say flick penguins game briefly see ulf cross check valeri face wonder cherry go go coachs corner billc
"

Punch Imlach's contributions as a coach and GM were far greater than
those of the above combined.  Should we name a division or trophy after
him?  Smythe and Norris and the bunch were honoured purely because they
were powerful owners.  As owners they certainly did help to build the
league but whether they developed the game is another question altogether.
Are we going to honour those who contributed to the league's evolution
or are we going to honour those who contributed to the glory of the 
sport itself?   


I can't disagree with you here.



What have you heard?  The Major was the *definitive* little asshole!  He
originated the phrase ""if you can't beat 'em in the alley you can't beat
'em on the ice.""  That was his idea of hockey.  Do you think, by chance,
that Don Cherry is a classy individual?


The money issue is irrelevant to the point that we would agree on, and
that is: ""it is the players that are what make the game great and not the
people who put them on the ice""

Exactly true.  Naming divisions and trophies after Smythe and the bunch
is the same kind of nepotism that put Stein in the hall of fame.  I have
always thought that this was nonsense.


-- ",0,rec.sport.hockey,punch imlachs contribution coach gm far great combine name division trophy smythe norris bunch honour purely powerful owner owner certainly help build league whether develop game another question altogether go honour contribute league evolution go honour contribute glory sport not disagree hear major definitive little asshole originate phrase not beat em alley not beat em ice idea hockey think chance cherry classy individual money issue irrelevant point would agree player make game great not people put ice exactly true naming division trophy smythe bunch kind nepotism put stein hall fame always think nonsense
"} How does one read the betting spreads for baseball?  They tend to be something
} like 8-9 which means it must not be runs!

that spread means you bet $5 on the underdog to win $8, or $9 on the
favorite to win $5.",1,rec.sport.baseball,one read betting spread baseball tend something like mean must not run spread mean bet underdog win favorite win
"ok - sorry about that...i didn't realise he was being sarcastic about
 those sort of things.

but i'll tell you, mike lupica (daily news) usually says some pretty
 funny things in his ""shooting from the lip"" columns...",1,rec.sport.baseball,ok sorry not realise sarcastic sort thing tell mike lupica daily news usually say pretty funny thing shoot lip column
"Can anyone mail me the address of Houston's Mailing List?
Thanks in advance. 
J. Scott Smithers
smithers@dcseq.uscga.edu
",1,rec.sport.baseball,anyone mail address houstons mailing list thank advance j scott smithers smithersdcseq uscga edu
"Tom Barrasso wore a great mask, one time, last season.  He unveiled it
at a game in Boston.  

It was all black, with Pgh city scenes on it.  The ""Golden Triangle""
(Pgh's downtown area where the 3 rivers meet) graced the top, along
with a steel mill on one side and the Civic Arena (I think) on the 
other.   On the back of the helmet was the old Pens' logo (the really
fat little penguin with the blue scarf) the current (at the time) Pens
logo, and a space for the ""new"" (now current) logo.

Tommy had designed the mask, and his mother (an artist) painted it
for him.  

But while wearing the mask, the Pens got thumped by the Bruins.  The
very next game, Tommy was back to the old paint job.  A great mask
done in by a goalie's superstition.",0,rec.sport.hockey,tom barrasso wear great mask one time last season unveil game boston black pgh city scene golden triangle pghs downtown area river meet grace top along steel mill one side civic arena think back helmet old pens logo really fat little penguin blue scarf current time pens logo space new current logo tommy design mask mother artist paint wear mask pens get thump bruins next game tommy back old paint job great mask goalie superstition
"the owners are whining about baseball not being popular among a
large enough portion of the population, and have suggested various
""remedies"", such as shortening the game or trying to convince us that
""smoke'embake'emdominatebysheerintimidation"" is an accurate description
of what is, essentially, a laid-back game.

forget those lame ideas.  here is my new and exciting two-point plan to
generate interest in baseball among the masses.

point one: sex.
point two: violence.

let's face it, sex and violence are the only things that sell in
america.  here's how we can implement them in the game:

sex: cheerleaders, cheerleaders, and more cheerleaders.  dancing on top
     of the dugouts.  bringing hot dogs to the umps during the seventh
     inning stretch.  running up and down the stands.  (the south bend
     white sox actually do this).

violence: baseball players are such utter wuss boys.  the pitcher beans
     the batter, and both benches empty in what is called a ""bench-clearing
     brawl"".  EVERYBODY JUST STANDS THERE AND LOOKS AT EACH OTHER. stand,
     stand, stand.  look, look, look.  ho, hum.  then, the bullpens
     come running in.  when they reach the ""fight"", they just stand
     there, too.

     anybody coming off the bench who does not throw at least one punch
     should be suspended and fined.  further, the bullpens should fight
     it out in the outfield, so as not to waste time and energy running
     to the infield.

football: sex, violence.
basketball: sex, violence.
hockey: violence.
baseball: ""da pastime of da nayshun!"" - yawn.",1,rec.sport.baseball,owner whine baseball not popular among large enough portion population suggest various remedy shorten game try convince us smokeembakeemdominatebysheerintimidation accurate description essentially lay back game forget lame idea new exciting two point plan generate interest baseball among masse point one sex point two violence let us face sex violence thing sell america implement game sex cheerleader cheerleader cheerleader dance top dugout bring hot dog ump seventh inne stretch run stand south bend white sox actually violence baseball player utter wuss boy pitcher bean batter bench empty call bench clear brawl everybody stand look stand stand stand look look look ho hum bullpens come run reach fight stand anybody come bench not throw least one punch suspend fine bullpen fight outfield not waste time energy run infield football sex violence basketball sex violence hockey violence baseball da pastime da nayshun yawn
"



    
    I remember reading an article in Reader's digest many moons ago
 about a similar incident. During a minor leaque game a player neck was
 cut when the opponent he was back-checking tripped and his skakes
 flew up. In this case the victim's mask proved a hinderance since
 his face was protected and so he didn't bother with the
 usually instinctive reaction to protect his face/neck. A quick        
 thinking coach saved his life by applying direct pressure and using
 snow to contract the blood vessels (from what I can remember).",0,rec.sport.hockey,remember read article readers digest many moon ago similar incident minor leaque game player neck cut opponent back check trip skake fly case victim mask prove hinderance since face protect not bother usually instinctive reaction protect face neck quick think coach save life apply direct pressure use snow contract blood vessel remember
"

Sorry to disappoint you but the Red Wings earned the victory...easily.

I watched most of the game on ESPN (as soon as I realized that they
were televising the game which was at the beginning of the second).
The Maple Leafs were flat.  Very flat.  Meanwhile, the Red Wings were
skating very freely and dictating the pace of the game.  I didn't
detect any bad penalty calls (Van Hellemond did his usual good job).
Toronto looked like how I expected them to for their first playoff
game in a few years -- nervous.

For the Leafs sake, I hope they can rid themselves of the butterflies
for game 2.  If game 1 is indicative of the series, it's gonna go
quick.",0,rec.sport.hockey,sorry disappoint red wings earn victory easily watch game espn soon realize televise game beginning second maple leafs flat flat meanwhile red wings skate freely dictate pace game not detect bad penalty call van hellemond usual good job toronto look like expect first playoff game year nervous leafs sake hope rid butterfly game game indicative series go go quick
"
Note that this ominous prospect is fueled by the fact that various SC
and Prime outlets are wholly or partly owned by local NHL owners.
When/If Cablevision VP Chuck Dolan's purchase of the Islanders goes
through, the Islanders will be back solidly in the SCNY fold (their
original owners were, and they've remained due to a lucrative TV
contract).  The Flyer Snyders own the Philadelphia SC as well as the
Prism pay channel.  There are six teams affiliated with regional SC's,
another half dozen affiliated with Prime outlets, and other locals
like HTS and NESN who have barter arrangements.  With all this
cross-ownership, I was surprised that ESPN got the deal this 
season!!

gld",0,rec.sport.hockey,note ominous prospect fuel fact various sc prime outlet wholly partly local nhl owner cablevision vp chuck dolans purchase islanders go islanders back solidly scny fold original owner remain due lucrative tv contract flyer snyders philadelphia sc well prism pay channel six team affiliate regional sc another half dozen affiliate prime outlet local like hts nesn barter arrangement cross ownership surprised espn get deal season gld
"
Here in Nanaimo (on Vancouver Island, for you furriners out there) we
got the ABC coverage on KOMO.  It probably depends on your cable company.

I started off switching between the CBC and ABC broadcasts, but finally
settled on ABC.  I can't stand Don Whitman, and Al Michaels was doing a
decent job.  He followed the play pretty well, knew all the players'
names, and only made a couple of ""rookie"" mistakes that I noticed.
One thing that surprised me is that they never once attempted to explain
the offside rule.

Am-I-paranoid-or-is-this-really-happening department:
There were no fights in the game, but there were a couple of occasions
where it looked like a fight was about to start.  Both times ABC cut
away to show a closeup of a coach or McNall or something.  Has ABC
decided to adopt the ""Spicer policy?""
",0,rec.sport.hockey,nanaimo vancouver island furriner get abc coverage komo probably depend cable company start switch cbc abc broadcast finally settle abc not stand whitman al michaels decent job follow play pretty well know player name make couple rookie mistake notice one thing surprise never attempt explain offside rule paranoid really happen department no fight game couple occasion look like fight start time abc cut away show closeup coach mcnall something abc decide adopt spicer policy
"Actually, the way I understand it, it is an octapus.
Apparently, a number of years ago, a fan threw an octapus on
the ice and the announcer said ""Octapi will not occupy the ice""
or something like that, and it's happened ever since.  The fans
cheer those who pick up the dead octapus with their hands, and
boo those who use a shovel.",0,rec.sport.hockey,actually way understand octapus apparently number year ago fan throw octapus ice announcer say octapi not occupy ice something like happen ever since fan cheer pick dead octapus hand boo use shovel
"
IMO any good player should score on power plays because of the man
advantage.  Very good power play scorers tend to become overrated
because their point totals are inflated by power play points.
+/- tends to expose these overrated players such as Brett Hull,
John Cullen and Dave Andreychuck.

Given the opportunity to play power play consistently, any player can
inflate his totals.",0,rec.sport.hockey,imo good player score power play man advantage good power play scorer tend become overrated point total inflate power play point tend expose overrate player brett hull john cullen dave andreychuck give opportunity play power play consistently player inflate total
"Here's a summary of Don Cherry's Coach's Corner from April 21, 1993.
The game being broadcast in my region was LA and Calgary, although
I think it was filmed during the Toronto-Detroit game that night.

(Warning... Anti-fighting people may want to skip this post.)

Topics
------

Don's Tie, Grant Fuhr, Penalties, Wings vs Leafs, Fighting, Dale Hunter.

Episode Summary
---------------

This episode began with the camera zoomed in on Don's tie. Don was
pointing out the characters on the tie... Bugs Bunny, Foghorn Leghorn,
and Yosemite Sam (who Don called Lanny Macdonald.)

Ron Maclean began by mentioning that Don was almost evicted from a
hotel where he was watching the previous night's games, because of
all the yelling and cheering he was doing over the play of Hunter
and Fuhr.

Don began to praise Fuhr, calling him the ""greatest goalie"", and
said that he's winning the series against Boston all by himself.
He then showed clips from earlier episodes (Nov. 14, Jan. 16) when
Fuhr was still with the Leafs, and Don advised ""Don't Trade Fuhr!""

Don went on to predict that if Buffalo gets by Boston, it would
be Fuhr who wins the series. Muckler took a lot of heat for the
trade, but Don feels Muckler's been vindicated.

The next topic involved how playoff games are being ruined by
too many penalty calls. He showed a clip from a Winnipeg-Vancouver
game, where Domi hit a Vancouver player, and was given a 2 min. penalty.
Ron said that it was called a penalty because his stick was involved,
but Don stuck with the opinion that it was a good hit, with Domi
hitting the Vancouver player with his shoulder. Don: ""Its sad what
they're doing for hockey... a 5 minute penalty for a nosebleed.""

Next, they went to the playoff series between Detroit and Toronto.
People in Detroit were calling Wendel Clarke ""Wendy"" for not fighting.
However, Don pointed out that Probert was not fighting either.

This lead Don into a tirad about fighting and stickwork, and how
banning fighting leads to more high sticking: ""It's like college
hockey... The little wee guy with the visor is brave as anybody.
That's why you're seeing so much stickwork. Because they know you
won't drop your gloves and give them a shot. The rules are made
by people who don't know what's going on in hockey"".

The final topic Don discussed was Dale Hunter. Don pointed out
that he was leading the league in goals, and showed a clip
of Hunter from a previous game. When he was younger, Hunter was
taught to ""play to win"", which differs from today's idea of
just letting kids have fun.

At then end of the episode, they showed a clip from a coach's
corner, with the tape on fast forward, so that Don sounded like
one of the chipmunks.

Rating
------
Typical anti-fighting posturing, not too much humour, but some
good quotes.

I'd give it a 7.0 out of 10.


------------------------------------------------------------------------------
   \  \                   |Allan Sullivan (allan@cs.ualberta.ca)
    \  \                  |Department of Computing Science,
     \  \_______          |University of Alberta, Edmonton, Alberta, Canada.
      \    ###  \     _   |---------------------------------------------------
       \___###___\   (_)  |My opinions are mine and mine alone.
------------------------------------------------------------------------------
""It is amazing how much can be accomplished if no one cares who gets the
 credit...""          - U. of A. Golden Bears Hockey Motto (C. Drake)",0,rec.sport.hockey,summary cherrys coachs corner april game broadcast region la calgary although think film toronto detroit game night warning anti fight people may want skip post topic dons tie grant fuhr penalty wings vs leafs fighting dale hunter episode summary episode begin camera zoom tie point character tie bugs bunny foghorn leghorn yosemite sam call lanny macdonald ron maclean begin mention almost evict hotel watch previous night game yelling cheer play hunter fuhr begin praise fuhr call great goalie say win series boston show clip early episode november january fuhr still leafs advise not trade fuhr go predict buffalo get boston would fuhr win series muckler take lot heat trade feel muckler vindicate next topic involve playoff game ruin many penalty call show clip winnipeg vancouver game domi hit vancouver player give min penalty ron say call penalty stick involve stick opinion good hit domi hit vancouver player shoulder sad hockey minute penalty nosebleed next go playoff series detroit toronto people detroit call wendel clarke wendy not fight however point probert not fight either lead tirad fighting stickwork ban fighting lead high sticking like college hockey little wee guy visor brave anybody see much stickwork know not drop glove give shot rule make people not know go hockey final topic discuss dale hunter point lead league goal show clip hunter previous game young hunter teach play win differ today idea let kid fun end episode show clip coachs corner tape fast forward sound like one chipmunk rating typical anti fighting posturing not much humour good quote would give allan sullivan allancs ualberta ca department computing science university alberta edmonton alberta canada opinion mine mine alone amazing much accomplish no one care get credit u golden bears hockey motto c drake
"Can anyone out there tell me Babe Ruth's complete pitching stats? I know he
was 5-0 as a pitcher for the Yankees, but what were his numbers when he was
with the Red Sox? Thanks in advance!",1,rec.sport.baseball,anyone tell babe ruths complete pitching stat know pitcher yankees number red sox thank advance
"
Dale Hawerchuk and Troy Murray were both captains of the Jets
when they were traded.  (Murray this year in mid-season, Hawerchuk
a few years ago in the off-season.)",0,rec.sport.hockey,dale hawerchuk troy murray captain jet trade murray year mid season hawerchuk year ago season
"
Bill James is, however, very closely tied to STATS.",1,rec.sport.baseball,bill james however closely tie stats
"
He's a Canadian ""thing"". Former coach of the Boston Bruins and Colorado
Rockies. From the summaries that get posted I gather that his ongoing beef
this year has been the conventional wisdom that Canadian hockey is doomed
to be second or third rate behind the perceived emergence of the U.S.
and European programs.


After he left the Rockies, he got a job with CBC's Hockey Night in Canada
and hasn't looked back since. Actually, he did work for CBC at least
on playoff season after the Rockies were eliminated.


I'd say it's a combination of flame bait and serious journalism. The closest
thing you'll find to Cherry in the U.S. is Stan Fischler, a self-described
hockey maven. The similarities are that they both say things that get
people upset. The difference is that Cherry knows the game and Fischler
doesn't.


Don's a character. If he were completely rational and noncontroversial
he wouldn't have a job. By some definitions, he could be called an ass.
But then some people feel the same about Mike Lang, another character that
I wish would get wider exposure (only one national telecast last year).",0,rec.sport.hockey,canadian thing former coach boston bruins colorado rockies summary get post gather ongoing beef year conventional wisdom canadian hockey doom second third rate behind perceive emergence u european program leave rockies get job cbcs hockey night canada not look back since actually work cbc least playoff season rockies eliminate would say combination flame bait serious journalism close thing find cherry u stan fischler self describe hockey maven similarity say thing get people upset difference cherry know game fischler not character completely rational noncontroversial would not job definition could call ass people feel mike lang another character wish would get wide exposure one national telecast last year
"Well, since you mentioned it...

  

No question here.  Chip in the Masterson as well...


Yep. 


If you asked me 30 days ago, I'd agree with you.  I now give the nod to
Raymond Bourque; his play took off the same time the B's did.  Chelios
gets a close second...

  
Barrasso finally gets his due, in a close one over Eddie the Eagle...


In *your* case, that bias is acceptable :-)... Mine shows with the Norris pick,
so we're even...

I'm impressed with what all the coaches you mentioned did, but my pick would be 
Al Arbour.  Not too many folks thought the Isles would be in the playoffs, let 
alone contend for 3rd in their division... Granted that they *did* have a little
help from their cousins on Broadway... :-)

And I like the Islanders about as much as I like mowing my lawn...
",0,rec.sport.hockey,well since mention no question chip masterson well yep ask day ago would agree give nod raymond bourque play take time bs chelio get close second barrasso finally get due close one eddie eagle case bias acceptable mine show norris pick even impressed coach mention pick would al arbour not many folk think isles would playoff let alone contend rd division grant little help cousin broadway like islanders much like mow lawn
"
Owen only has one error so far, I believe.  That seriously
underrepresents the harm he has done in the field.

Owen will cleanly play any ball he reaches.  He will have a fine
fielding percentage, like always.  The problem is that he doesn't
reach anything that isn't hit straight at him!

This wouldn't be quite as obvious a problem if he were playing next to
Kelly Gruber or Robin Ventura.  But the third baseman for the Yankees
is Wade Boggs (who should have moved across the diamond *last* year)!

I've only seen one game, Abbott's first start, but there were three
balls hit to the left side which would have been stopped by quality
defensive players.  Instead they were charged as hits against Abbott.",1,rec.sport.baseball,owen one error far believe seriously underrepresent harm field owen cleanly play ball reach fine fielding percentage like always problem not reach anything not hit straight would not quite obvious problem play next kelly gruber robin ventura third baseman yankees wade boggs move across diamond last year see one game abbotts first start three ball hit left side would stop quality defensive player instead charge hit abbott
"


How much do you watch and follow hockey?  The Pens and Bruins will be in the
same division next season, which will give Neeley plenty of opportunity
to whine about Ulf.",0,rec.sport.hockey,much watch follow hockey pens bruins division next season give neeley plenty opportunity whine ulf
"Kevin Mitchell's sacrifice fly in the eighth off Brett Saberhagen plated 
pitch runner Cesar Hernandez to give the Reds a 2-3 come-from-behind victory over 
New York. Hernandez ran for pinch-hitter Cecil Espy, who got the inning started 
with a solid single to right, moved to second on ""Bob"" Kelly's infield sneaker
down the third-base line, and to third on Jeff Branson's well-placed bunt--a 
rare show of excellent execution by the recently hapless Reds offense.

Cincinnati trailed 2-0 after starter Tim Pugh blinked in the fifth.  He had only 
given up one hit in the first four innings, a fourth-inning lead-off double
by Vince Coleman.  Coleman was left stranded at third by Bobby Bonilla after
Joe Orselak popped to short.  Orselak was pinch-hitting for Eddie Murray who 
argued plate umpire Kellogg's inside strike by ""drawing the line"" (really, he
should know better than that).  Murray, and later manager Jeff Torborg ended up getting
tossed.

The Mets' fifth started with a Howard Johnson's first-pitch homer.  Pugh must 
have been slightly shaken, as he was popped on the next pitch by Jeff Kent's
single, then a Ryan Thompson liner to left was (surprise) misplayed by Mitchell
and turned into a RBI triple. Catcher Hundley's grounder to the drawn-in Branson
failed to bring Thompson in, then the play of the game occured:

Saberhagen was due up, so Reds pitching coach Larry Rothschild met with the infield
to discuss the possibility of a suicide squeeze.  They called it perfectly:
Thompson was hung out to dry after Pugh's first-pitch pitch out and the threat ended.
(Isn't the NATIONAL LEAGUE great??)

The Reds picked up 2 runs in the seventh to knot up the game.  After Barry Larkin's
ground out, Mitchell, Chris Sabo, and Randy Milligan got back-to-back-to-back
singles--the third scoring Mitchell.  Reggie Sanders then plated Sabo with a long
fly to center.  A double by Oliver might have scored runner Dan Wilson, but
third base coach Dave Bristol threw up the stop sign too late--Wilson himself was
hung out to dry killing the Reds rally.

Rob Dibble came on in the ninth and pitched shakily.  With two outs and a runner
on second Bonilla came to the plate and all I could think of was the Sunday game
in late August last year when Bonilla's three-run dinger slapped a loss on
Dibble and spelled the beginning of the end for Cinci's season.  Bonilla ended
up walking, and HoJo flied out to left to give the Reds their first win in a 
week, and earned Dibble his third save in as many opportunities.  The win went
to Steve Foster (1-2) who got in what must be an ego-boosting two perfect innings
work, striking out three.  Saberhagen (2-1) got the loss--though I'm a bit
surprised he even pitched in the eighth.  I'll take it, though.

The Reds are now 3-9, still the worst team in baseball with the Royals victory
today.  The Mets are 6-5.


The Line:

New York Mets

			AB	R	H		K	BB	LO
-----------------------------------------------|----------------------------
Coleman lf		4	0	1		0	0	0
Fernandez ss		4	0	0		1	0	0	
Murray 1b		1	0	0		0	0	0
  Orselak ph/rf		3	0	1		0	0	0
Bonilla rf/1b		3	0	0		2	1	1
Johnson 3b		3	1	1		1	0	2
Kent 2b			3	1	1		1	0	0
Thompson cf		3	0	1		1	0	0	
Hundley c		3	0	0		2	0	0
Saberhagen p		3	0	0		0	0	0
----------------------------------------------------------------------------
Totals			30	2	5		8	1	3

HR-Johnson (off Pugh, leading off fifth, 0-0 pitch) 
3b-Thompson (off Pugh, in fifth, 0 out, 1 RBI, picked-off)
2b-Coleman (off Pugh, in fourth, 0 out, 0 on, stranded at third)
RBI-Johnson, Thompson


Cincinnati Reds

			AB	R	H		K	BB	LO
-----------------------------------------------|----------------------------
Kelly cf		4	0	1		0	0	0
Branson 2b		3	0	1		0	0	0
Larkin ss		3	0	0		0	1	0
Mitchell lf		3	1	1		0	0	0
  Dibble p		0	0	0		0	0	0
Sabo 3b			4	1	1		1	0	2
Milligan 1b		3	0	3		0	0	0
  Wilson pr/c		0	0	0		0	0	0
Sanders rf		2	0	0		0	0	1
Oliver c/1b		3	0	1		1	0	1 
Pugh p			1	0	0		1	0	0
  Roberts ph		1	0	0		1	0	0
  Foster p		0	0	0		0	0	0
  Espy ph 		1	0	1		0	0	0
  Hernandez pr/lf	0	1	0		0	0	0
----------------------------------------------------------------------------
Totals			28	3	9		4	1	5 (*)

(*) Oliver was stranded in the seventh after his double when Wilson was run down.

2b Oliver (off Saberhagen, 2 out, runner on first, stranded)
RBI-Milligan, Sanders, and Mitchell
Sac-Branson
SF-Sanders and Mitchell
IBB-Larkin
GDP-Larkin


New York	0  0  0    0  2  0    0  0  0    ---- 2-5-0
Cincinnati	0  0  0    0  0  0    2  1  x    ---- 3-9-0


Pitching

			IP	R	ER	H	K	BB
NEW YORK
Saberhagen (L 2-1)	8	3	3	9	4	1

CINCINNATI
Pugh			6	2	2	4	4	0
Foster (W 1-2)		2	0	0	0	3	0
Dibble (S 3)		1	0	0	1	1	1


PB- Wilson
Ejected-Murray, Torborg

Umps-Kellogg/Relliford/Runge/DeMuth

Attendance 32,435
T- 2:23


Coming up:
The Reds travel to Pittsburgh for three then continue on into Chicago for
three.  Next game is Tuesday at 7:35, expected to pitch are Belcher (0-1)
vs. Tomlin (0-0).
",1,rec.sport.baseball,kevin mitchells sacrifice fly eighth brett saberhagen plate pitch runner cesar hernandez give reds come behind victory new york hernandez run pinch hitter cecil espy get inning start solid single right move second bob kellys infield sneaker third base line third jeff bransons well place bunt rare show excellent execution recently hapless reds offense cincinnati trail starter tim pugh blink fifth give one hit first four inning fourth inne lead double vince coleman coleman leave strand third bobby bonilla joe orselak pop short orselak pinch hit eddie murray argue plate umpire kelloggs inside strike draw line really know better murray later manager jeff torborg end get toss mets fifth start howard johnsons first pitch homer pugh must slightly shake pop next pitch jeff kents single ryan thompson liner left surprise misplay mitchell turn rbi triple catcher hundleys grounder draw branson fail bring thompson play game occur saberhagen due reds pitching coach larry rothschild meet infield discuss possibility suicide squeeze call perfectly thompson hang dry pughs first pitch pitch threat end not national league great reds pick run seventh knot game barry larkins grind mitchell chris sabo randy milligan get back back back single third score mitchell reggie sanders plate sabo long fly center double oliver may score runner dan wilson third base coach dave bristol throw stop sign late wilson hang dry kill reds rally rob dibble come ninth pitched shakily two runner second bonilla come plate could think sunday game late august last year bonillas three run dinger slap loss dibble spell beginning end cincis season bonilla end walk hojo flie leave give reds first win week earn dibble third save many opportunity win go steve foster get must ego boost two perfect innings work strike three saberhagen get loss though bit surprised even pitch eighth take though reds still bad team baseball royals victory today mets line new york mets ab r h k bb lo coleman lf fernandez ss murray b orselak ph rf bonilla rfb johnson b kent b thompson cf hundley c saberhagen p total hr johnson pugh lead fifth pitch b thompson pugh fifth rbi pick b coleman pugh fourth strand third rbi johnson thompson cincinnati reds ab r h k bb lo kelly cf branson b larkin ss mitchell lf dibble p sabo b milligan b wilson pr c sander rf oliver cb pugh p roberts ph foster p espy ph hernandez pr lf total oliver strand seventh double wilson run b oliver saberhagen runner first strand rbi milligan sanders mitchell sac branson sf sanders mitchell ibb larkin gdp larkin new york cincinnati x pitching ip r er h k bb new york saberhagen l cincinnati pugh foster w dibble pb wilson ejected murray torborg umps kellogg relliford runge demuth attendance come reds travel pittsburgh three continue chicago three next game tuesday expect pitch belcher vs tomlin
"	Finns had to do their best last night when they played against Norway
in world champs. After two periods the score was still 0-0. This game was 
quite much similar to the first game Finland played  (against France).
The norwegian goalie was very good and a bit lucky, too. In the third period
Juha Riihij{rvi scored 1-0 from a rebound, the time was around 5 mins or so.
The second goal was scored by Kari Harila, who shot straight from a faceoff
behind the Nowwegian goalie. Saku Koivu, the 18-year-old center got his first
point of this tournament. Saku Koivu played very well througout the game and he
was awarded the best player of the game- prize. Despite the fact that he is
quite small in size he handles the puck very well and is a fast skater. 
I think that we will hear from this guy in the future.

",0,rec.sport.hockey,finns good last night play norway world champ two period score still game quite much similar first game finland play france norwegian goalie good bit lucky third period juha riihij rvi score rebound time around min second goal score kari harila shoot straight faceoff behind nowwegian goalie saku koivu year old center get first point tournament saku koivu play well througout game award good player game prize despite fact quite small size handle puck well fast skater think hear guy future
"
I think that Mike Foligno was the captain of the Sabres when he
got traded to the Leafs. Also, wasn't Rick Vaive the captain of
the Leafs when he got traded to Chicago (with Steve Thomas for
Ed Olcyzk and someone). Speaking of the Leafs, I believe that
Darryl Sittler was their captain (he'd torn the ""C"" off his
jersey but I think he re-claimed the captaincy later on) when he
was traded to the Flyers.

Oh yeah, of course, Gretzky was the captain of the Oilers before
he was traded wasn't he? ",0,rec.sport.hockey,think mike foligno captain sabres get trade leafs also not rick vaive captain leafs get trade chicago steve thomas ed olcyzk someone speak leafs believe darryl sittler captain would torn c jersey think claim captaincy later trade flyers oh yeah course gretzky captain oilers trade not
"On Tuesday, when it was raining in Chicago, ESPN provided 
bonus hockey coverage.  Now it seems as though some fans are ticked off
that the NY-Wash OT was replaced with the Angels-?? game.  People must
realize that there are more baseball fans instead of hockey fans in the U.S  
The baseball game was scheduled to air and advertisers money was paid so
they can't skip the baseball game.  Why don't you people CHILL OUT
and enjoy whatever coverage you can get.",0,rec.sport.hockey,tuesday rain chicago espn provide bonus hockey coverage seem though fan tick ny wash ot replace angels game people must realize baseball fan instead hockey fan u baseball game schedule air advertiser money pay not skip baseball game not people chill enjoy whatever coverage get
